"GroupID","Param","Value","GroupLevel"
"SITE3871","City","London","Site"
"SITE3871","State","Greater London","Site"
"SITE3871","Country","UK","Site"
"SITE8857","studyid","AA-AA-000-0000","Site"
"SITE8857","invid","SITE8857","Site"
"SITE8857","InvestigatorFirstName","Joanne","Site"
"SITE8857","InvestigatorLastName","Smith","Site"
"SITE8857","site_status","Active","Site"
"SITE8857","site_active_dt","2012-02-01","Site"
"SITE8857","City","London","Site"
"SITE8857","State","Greater London","Site"
"SITE8857","Country","UK","Site"
"SITE404","studyid","AA-AA-000-0000","Site"
"SITE404","invid","SITE404","Site"
"SITE404","InvestigatorFirstName","John","Site"
"SITE404","InvestigatorLastName","Smith","Site"
"SITE404","site_status","Active","Site"
"SITE404","site_active_dt","2012-02-01","Site"
"SITE404","City","Foster City","Site"
"SITE404","State","CA","Site"
"SITE404","Country","US","Site"
"SITE4072","studyid","AA-AA-000-0000","Site"
"SITE4072","invid","SITE4072","Site"
"SITE4072","InvestigatorFirstName","John","Site"
"SITE4072","InvestigatorLastName","Doe","Site"
"SITE4072","site_status","Active","Site"
"SITE4072","site_active_dt","2012-02-01","Site"
"SITE4072","City","Tokyo","Site"
"SITE4072","State","Kanto","Site"
"SITE4072","Country","Japan","Site"
"SITE3081","studyid","AA-AA-000-0000","Site"
"SITE3081","invid","SITE3081","Site"
"SITE3081","InvestigatorFirstName","John","Site"
"SITE3081","InvestigatorLastName","Doe","Site"
"SITE3081","site_status","Active","Site"
"SITE3081","site_active_dt","2012-02-01","Site"
"SITE3081","City","Tokyo","Site"
"SITE3081","State","Kanto","Site"
"SITE3081","Country","Japan","Site"
"SITE3719","studyid","AA-AA-000-0000","Site"
"SITE3719","invid","SITE3719","Site"
"SITE3719","InvestigatorFirstName","Joanne","Site"
"SITE3719","InvestigatorLastName","Smith","Site"
"SITE3719","site_status","Active","Site"
"SITE3719","site_active_dt","2012-02-01","Site"
"SITE3719","City","Kumamoto","Site"
"SITE3719","State","Kumamoto Prefecture","Site"
"SITE3719","Country","Japan","Site"
"SITE7604","studyid","AA-AA-000-0000","Site"
"SITE7604","invid","SITE7604","Site"
"SITE7604","InvestigatorFirstName","John","Site"
"SITE7604","InvestigatorLastName","Deer","Site"
"SITE7604","site_status","Active","Site"
"SITE7604","site_active_dt","2012-02-01","Site"
"SITE7604","City","Foster City","Site"
"SITE7604","State","CA","Site"
"SITE7604","Country","US","Site"
"SITE1748","studyid","AA-AA-000-0000","Site"
"SITE1748","invid","SITE1748","Site"
"SITE1748","InvestigatorFirstName","John","Site"
"SITE1748","InvestigatorLastName","Doe","Site"
"SITE1748","site_status","Active","Site"
"SITE1748","site_active_dt","2012-02-01","Site"
"SITE1748","City","Kumamoto","Site"
"SITE1748","State","Kumamoto Prefecture","Site"
"SITE1748","Country","Japan","Site"
"SITE6832","studyid","AA-AA-000-0000","Site"
"SITE6832","invid","SITE6832","Site"
"SITE6832","InvestigatorFirstName","Joanne","Site"
"SITE6832","InvestigatorLastName","Doe","Site"
"SITE6832","site_status","Active","Site"
"SITE6832","site_active_dt","2012-02-01","Site"
"SITE6832","City","Kumamoto","Site"
"SITE6832","State","Kumamoto Prefecture","Site"
"SITE6832","Country","Japan","Site"
"SITE1102","studyid","AA-AA-000-0000","Site"
"SITE1102","invid","SITE1102","Site"
"SITE1102","InvestigatorFirstName","Fred","Site"
"SITE1102","InvestigatorLastName","Smith","Site"
"SITE1102","site_status","Active","Site"
"SITE1102","site_active_dt","2012-02-01","Site"
"SITE1102","City","Milton Keynes","Site"
"SITE1102","State","Buckinghamshire","Site"
"SITE1102","Country","UK","Site"
"SITE6410","studyid","AA-AA-000-0000","Site"
"SITE6410","invid","SITE6410","Site"
"SITE6410","InvestigatorFirstName","Joanne","Site"
"SITE6410","InvestigatorLastName","Deer","Site"
"SITE6410","site_status","Active","Site"
"SITE6410","site_active_dt","2012-02-01","Site"
"SITE6410","City","Newtown Square","Site"
"SITE6410","State","PA","Site"
"SITE6410","Country","US","Site"
"SITE9082","studyid","AA-AA-000-0000","Site"
"SITE9082","invid","SITE9082","Site"
"SITE9082","InvestigatorFirstName","Joanne","Site"
"SITE9082","InvestigatorLastName","Doe","Site"
"SITE9082","site_status","Active","Site"
"SITE9082","site_active_dt","2012-02-01","Site"
"SITE9082","City","Foster City","Site"
"SITE9082","State","CA","Site"
"SITE9082","Country","US","Site"
"SITE3319","studyid","AA-AA-000-0000","Site"
"SITE3319","invid","SITE3319","Site"
"SITE3319","InvestigatorFirstName","Fred","Site"
"SITE3319","InvestigatorLastName","Smith","Site"
"SITE3319","site_status","Active","Site"
"SITE3319","site_active_dt","2012-02-01","Site"
"SITE3319","City","Kumamoto","Site"
"SITE3319","State","Kumamoto Prefecture","Site"
"SITE3319","Country","Japan","Site"
"SITE3938","studyid","AA-AA-000-0000","Site"
"SITE3938","invid","SITE3938","Site"
"SITE3938","InvestigatorFirstName","Fred","Site"
"SITE3938","InvestigatorLastName","Smith","Site"
"SITE3938","site_status","Active","Site"
"SITE3938","site_active_dt","2012-02-01","Site"
"SITE3938","City","Foster City","Site"
"SITE3938","State","CA","Site"
"SITE3938","Country","US","Site"
"SITE9147","studyid","AA-AA-000-0000","Site"
"SITE9147","invid","SITE9147","Site"
"SITE9147","InvestigatorFirstName","Fred","Site"
"SITE9147","InvestigatorLastName","Doe","Site"
"SITE9147","site_status","Active","Site"
"SITE9147","site_active_dt","2012-02-01","Site"
"SITE9147","City","Tokyo","Site"
"SITE9147","State","Kanto","Site"
"SITE9147","Country","Japan","Site"
"SITE4314","studyid","AA-AA-000-0000","Site"
"SITE4314","invid","SITE4314","Site"
"SITE4314","InvestigatorFirstName","Joanne","Site"
"SITE4314","InvestigatorLastName","Smith","Site"
"SITE4314","site_status","Active","Site"
"SITE4314","site_active_dt","2012-02-01","Site"
"SITE4314","City","Milton Keynes","Site"
"SITE4314","State","Buckinghamshire","Site"
"SITE4314","Country","UK","Site"
"SITE3754","studyid","AA-AA-000-0000","Site"
"SITE3754","invid","SITE3754","Site"
"SITE3754","InvestigatorFirstName","Joanne","Site"
"SITE3754","InvestigatorLastName","Deer","Site"
"SITE3754","site_status","Active","Site"
"SITE3754","site_active_dt","2012-02-01","Site"
"SITE3754","City","Foster City","Site"
"SITE3754","State","CA","Site"
"SITE3754","Country","US","Site"
"SITE5289","studyid","AA-AA-000-0000","Site"
"SITE5289","invid","SITE5289","Site"
"SITE5289","InvestigatorFirstName","Joanne","Site"
"SITE5289","InvestigatorLastName","Doe","Site"
"SITE5289","site_status","Active","Site"
"SITE5289","site_active_dt","2012-02-01","Site"
"SITE5289","City","Newtown Square","Site"
"SITE5289","State","PA","Site"
"SITE5289","Country","US","Site"
"SITE5062","studyid","AA-AA-000-0000","Site"
"SITE5062","invid","SITE5062","Site"
"SITE5062","InvestigatorFirstName","Joanne","Site"
"SITE5062","InvestigatorLastName","Smith","Site"
"SITE5062","site_status","Active","Site"
"SITE5062","site_active_dt","2012-02-01","Site"
"SITE5062","City","Foster City","Site"
"SITE5062","State","CA","Site"
"SITE5062","Country","US","Site"
"SITE9604","studyid","AA-AA-000-0000","Site"
"SITE9604","invid","SITE9604","Site"
"SITE9604","InvestigatorFirstName","Fred","Site"
"SITE9604","InvestigatorLastName","Smith","Site"
"SITE9604","site_status","Active","Site"
"SITE9604","site_active_dt","2012-02-01","Site"
"SITE9604","City","Milton Keynes","Site"
"SITE9604","State","Buckinghamshire","Site"
"SITE9604","Country","UK","Site"
"SITE2980","studyid","AA-AA-000-0000","Site"
"SITE2980","invid","SITE2980","Site"
"SITE2980","InvestigatorFirstName","Joanne","Site"
"SITE2980","InvestigatorLastName","Smith","Site"
"SITE2980","site_status","Active","Site"
"SITE2980","site_active_dt","2012-02-01","Site"
"SITE2980","City","Milton Keynes","Site"
"SITE2980","State","Buckinghamshire","Site"
"SITE2980","Country","UK","Site"
"SITE3068","studyid","AA-AA-000-0000","Site"
"SITE3068","invid","SITE3068","Site"
"SITE3068","InvestigatorFirstName","Joanne","Site"
"SITE3068","InvestigatorLastName","Deer","Site"
"SITE3068","site_status","Active","Site"
"SITE3068","site_active_dt","2012-02-01","Site"
"SITE3068","City","Kumamoto","Site"
"SITE3068","State","Kumamoto Prefecture","Site"
"SITE3068","Country","Japan","Site"
"SITE1727","studyid","AA-AA-000-0000","Site"
"SITE1727","invid","SITE1727","Site"
"SITE1727","InvestigatorFirstName","Fred","Site"
"SITE1727","InvestigatorLastName","Smith","Site"
"SITE1727","site_status","Active","Site"
"SITE1727","site_active_dt","2012-02-01","Site"
"SITE1727","City","London","Site"
"SITE1727","State","Greater London","Site"
"SITE1727","Country","UK","Site"
"SITE7096","studyid","AA-AA-000-0000","Site"
"SITE7096","invid","SITE7096","Site"
"SITE7096","InvestigatorFirstName","Joanne","Site"
"SITE7096","InvestigatorLastName","Doe","Site"
"SITE7096","site_status","Active","Site"
"SITE7096","site_active_dt","2012-02-01","Site"
"SITE7096","City","London","Site"
"SITE7096","State","Greater London","Site"
"SITE7096","Country","UK","Site"
"SITE8835","studyid","AA-AA-000-0000","Site"
"SITE8835","invid","SITE8835","Site"
"SITE8835","InvestigatorFirstName","John","Site"
"SITE8835","InvestigatorLastName","Smith","Site"
"SITE8835","site_status","Active","Site"
"SITE8835","site_active_dt","2012-02-01","Site"
"SITE8835","City","Foster City","Site"
"SITE8835","State","CA","Site"
"SITE8835","Country","US","Site"
"SITE2373","studyid","AA-AA-000-0000","Site"
"SITE2373","invid","SITE2373","Site"
"SITE2373","InvestigatorFirstName","John","Site"
"SITE2373","InvestigatorLastName","Doe","Site"
"SITE2373","site_status","Active","Site"
"SITE2373","site_active_dt","2012-02-01","Site"
"SITE2373","City","London","Site"
"SITE2373","State","Greater London","Site"
"SITE2373","Country","UK","Site"
"SITE1544","studyid","AA-AA-000-0000","Site"
"SITE1544","invid","SITE1544","Site"
"SITE1544","InvestigatorFirstName","John","Site"
"SITE1544","InvestigatorLastName","Doe","Site"
"SITE1544","site_status","Active","Site"
"SITE1544","site_active_dt","2012-02-01","Site"
"SITE1544","City","Tokyo","Site"
"SITE1544","State","Kanto","Site"
"SITE1544","Country","Japan","Site"
"SITE3415","studyid","AA-AA-000-0000","Site"
"SITE3415","invid","SITE3415","Site"
"SITE3415","InvestigatorFirstName","Fred","Site"
"SITE3415","InvestigatorLastName","Deer","Site"
"SITE3415","site_status","Active","Site"
"SITE3415","site_active_dt","2012-02-01","Site"
"SITE3415","City","Foster City","Site"
"SITE3415","State","CA","Site"
"SITE3415","Country","US","Site"
"SITE3839","studyid","AA-AA-000-0000","Site"
"SITE3839","invid","SITE3839","Site"
"SITE3839","InvestigatorFirstName","Fred","Site"
"SITE3839","InvestigatorLastName","Deer","Site"
"SITE3839","site_status","Active","Site"
"SITE3839","site_active_dt","2012-03-01","Site"
"SITE3839","City","Milton Keynes","Site"
"SITE3839","State","Buckinghamshire","Site"
"SITE3839","Country","UK","Site"
"SITE6991","studyid","AA-AA-000-0000","Site"
"SITE6991","invid","SITE6991","Site"
"SITE6991","InvestigatorFirstName","Joanne","Site"
"SITE6991","InvestigatorLastName","Smith","Site"
"SITE6991","site_status","Active","Site"
"SITE6991","site_active_dt","2012-03-01","Site"
"SITE6991","City","Newtown Square","Site"
"SITE6991","State","PA","Site"
"SITE6991","Country","US","Site"
"SITE022","studyid","AA-AA-000-0000","Site"
"SITE022","invid","SITE022","Site"
"SITE022","InvestigatorFirstName","John","Site"
"SITE022","InvestigatorLastName","Doe","Site"
"SITE022","site_status","Active","Site"
"SITE022","site_active_dt","2012-03-01","Site"
"SITE022","City","Newtown Square","Site"
"SITE022","State","PA","Site"
"SITE022","Country","US","Site"
"SITE7838","studyid","AA-AA-000-0000","Site"
"SITE7838","invid","SITE7838","Site"
"SITE7838","InvestigatorFirstName","Fred","Site"
"SITE7838","InvestigatorLastName","Deer","Site"
"SITE7838","site_status","Active","Site"
"SITE7838","site_active_dt","2012-03-01","Site"
"SITE7838","City","London","Site"
"SITE7838","State","Greater London","Site"
"SITE7838","Country","UK","Site"
"SITE8627","studyid","AA-AA-000-0000","Site"
"SITE8627","invid","SITE8627","Site"
"SITE8627","InvestigatorFirstName","John","Site"
"SITE8627","InvestigatorLastName","Smith","Site"
"SITE8627","site_status","Active","Site"
"SITE8627","site_active_dt","2012-03-01","Site"
"SITE8627","City","Newtown Square","Site"
"SITE8627","State","PA","Site"
"SITE8627","Country","US","Site"
"SITE9395","studyid","AA-AA-000-0000","Site"
"SITE9395","invid","SITE9395","Site"
"SITE9395","InvestigatorFirstName","Joanne","Site"
"SITE9395","InvestigatorLastName","Doe","Site"
"SITE9395","site_status","Active","Site"
"SITE9395","site_active_dt","2012-03-01","Site"
"SITE9395","City","Foster City","Site"
"SITE9395","State","CA","Site"
"SITE9395","Country","US","Site"
"SITE9884","studyid","AA-AA-000-0000","Site"
"SITE9884","invid","SITE9884","Site"
"SITE9884","InvestigatorFirstName","Fred","Site"
"SITE9884","InvestigatorLastName","Deer","Site"
"SITE9884","site_status","Active","Site"
"SITE9884","site_active_dt","2012-03-01","Site"
"SITE9884","City","London","Site"
"SITE9884","State","Greater London","Site"
"SITE9884","Country","UK","Site"
"SITE8361","studyid","AA-AA-000-0000","Site"
"SITE8361","invid","SITE8361","Site"
"SITE8361","InvestigatorFirstName","Joanne","Site"
"SITE8361","InvestigatorLastName","Smith","Site"
"SITE8361","site_status","Active","Site"
"SITE8361","site_active_dt","2012-03-01","Site"
"SITE8361","City","London","Site"
"SITE8361","State","Greater London","Site"
"SITE8361","Country","UK","Site"
"SITE4543","studyid","AA-AA-000-0000","Site"
"SITE4543","invid","SITE4543","Site"
"SITE4543","InvestigatorFirstName","John","Site"
"SITE4543","InvestigatorLastName","Deer","Site"
"SITE4543","site_status","Active","Site"
"SITE4543","site_active_dt","2012-03-01","Site"
"SITE4543","City","Kumamoto","Site"
"SITE4543","State","Kumamoto Prefecture","Site"
"SITE4543","Country","Japan","Site"
"SITE2894","studyid","AA-AA-000-0000","Site"
"SITE2894","invid","SITE2894","Site"
"SITE2894","InvestigatorFirstName","Fred","Site"
"SITE2894","InvestigatorLastName","Doe","Site"
"SITE2894","site_status","Active","Site"
"SITE2894","site_active_dt","2012-03-01","Site"
"SITE2894","City","Foster City","Site"
"SITE2894","State","CA","Site"
"SITE2894","Country","US","Site"
"SITE6440","studyid","AA-AA-000-0000","Site"
"SITE6440","invid","SITE6440","Site"
"SITE6440","InvestigatorFirstName","Joanne","Site"
"SITE6440","InvestigatorLastName","Smith","Site"
"SITE6440","site_status","Active","Site"
"SITE6440","site_active_dt","2012-03-01","Site"
"SITE6440","City","Foster City","Site"
"SITE6440","State","CA","Site"
"SITE6440","Country","US","Site"
"SITE8084","studyid","AA-AA-000-0000","Site"
"SITE8084","invid","SITE8084","Site"
"SITE8084","InvestigatorFirstName","John","Site"
"SITE8084","InvestigatorLastName","Doe","Site"
"SITE8084","site_status","Active","Site"
"SITE8084","site_active_dt","2012-03-01","Site"
"SITE8084","City","London","Site"
"SITE8084","State","Greater London","Site"
"SITE8084","Country","UK","Site"
"SITE5611","studyid","AA-AA-000-0000","Site"
"SITE5611","invid","SITE5611","Site"
"SITE5611","InvestigatorFirstName","Joanne","Site"
"SITE5611","InvestigatorLastName","Doe","Site"
"SITE5611","site_status","Active","Site"
"SITE5611","site_active_dt","2012-03-01","Site"
"SITE5611","City","Newtown Square","Site"
"SITE5611","State","PA","Site"
"SITE5611","Country","US","Site"
"SITE2030","studyid","AA-AA-000-0000","Site"
"SITE2030","invid","SITE2030","Site"
"SITE2030","InvestigatorFirstName","Joanne","Site"
"SITE2030","InvestigatorLastName","Deer","Site"
"SITE2030","site_status","Active","Site"
"SITE2030","site_active_dt","2012-03-01","Site"
"SITE2030","City","Tokyo","Site"
"SITE2030","State","Kanto","Site"
"SITE2030","Country","Japan","Site"
"SITE3077","studyid","AA-AA-000-0000","Site"
"SITE3077","invid","SITE3077","Site"
"SITE3077","InvestigatorFirstName","Fred","Site"
"SITE3077","InvestigatorLastName","Deer","Site"
"SITE3077","site_status","Active","Site"
"SITE3077","site_active_dt","2012-03-01","Site"
"SITE3077","City","Milton Keynes","Site"
"SITE3077","State","Buckinghamshire","Site"
"SITE3077","Country","UK","Site"
"SITE4612","studyid","AA-AA-000-0000","Site"
"SITE4612","invid","SITE4612","Site"
"SITE4612","InvestigatorFirstName","Joanne","Site"
"SITE4612","InvestigatorLastName","Smith","Site"
"SITE4612","site_status","Active","Site"
"SITE4612","site_active_dt","2012-03-01","Site"
"SITE4612","City","Foster City","Site"
"SITE4612","State","CA","Site"
"SITE4612","Country","US","Site"
"SITE4275","studyid","AA-AA-000-0000","Site"
"SITE4275","invid","SITE4275","Site"
"SITE4275","InvestigatorFirstName","John","Site"
"SITE4275","InvestigatorLastName","Deer","Site"
"SITE4275","site_status","Active","Site"
"SITE4275","site_active_dt","2012-03-01","Site"
"SITE4275","City","Kumamoto","Site"
"SITE4275","State","Kumamoto Prefecture","Site"
"SITE4275","Country","Japan","Site"
"SITE4155","studyid","AA-AA-000-0000","Site"
"SITE4155","invid","SITE4155","Site"
"SITE4155","InvestigatorFirstName","Joanne","Site"
"SITE4155","InvestigatorLastName","Doe","Site"
"SITE4155","site_status","Active","Site"
"SITE4155","site_active_dt","2012-03-01","Site"
"SITE4155","City","Milton Keynes","Site"
"SITE4155","State","Buckinghamshire","Site"
"SITE4155","Country","UK","Site"
"SITE6068","studyid","AA-AA-000-0000","Site"
"SITE6068","invid","SITE6068","Site"
"SITE6068","InvestigatorFirstName","Fred","Site"
"SITE6068","InvestigatorLastName","Doe","Site"
"SITE6068","site_status","Active","Site"
"SITE6068","site_active_dt","2012-03-01","Site"
"SITE6068","City","Kumamoto","Site"
"SITE6068","State","Kumamoto Prefecture","Site"
"SITE6068","Country","Japan","Site"
"SITE1841","studyid","AA-AA-000-0000","Site"
"SITE1841","invid","SITE1841","Site"
"SITE1841","InvestigatorFirstName","Joanne","Site"
"SITE1841","InvestigatorLastName","Doe","Site"
"SITE1841","site_status","Active","Site"
"SITE1841","site_active_dt","2012-03-01","Site"
"SITE1841","City","Tokyo","Site"
"SITE1841","State","Kanto","Site"
"SITE1841","Country","Japan","Site"
"SITE7246","studyid","AA-AA-000-0000","Site"
"SITE7246","invid","SITE7246","Site"
"SITE7246","InvestigatorFirstName","Fred","Site"
"SITE7246","InvestigatorLastName","Doe","Site"
"SITE7246","site_status","Active","Site"
"SITE7246","site_active_dt","2012-03-01","Site"
"SITE7246","City","London","Site"
"SITE7246","State","Greater London","Site"
"SITE7246","Country","UK","Site"
"SITE7913","studyid","AA-AA-000-0000","Site"
"SITE7913","invid","SITE7913","Site"
"SITE7913","InvestigatorFirstName","John","Site"
"SITE7913","InvestigatorLastName","Doe","Site"
"SITE7913","site_status","Active","Site"
"SITE7913","site_active_dt","2012-03-01","Site"
"SITE7913","City","Newtown Square","Site"
"SITE7913","State","PA","Site"
"SITE7913","Country","US","Site"
"SITE4597","studyid","AA-AA-000-0000","Site"
"SITE4597","invid","SITE4597","Site"
"SITE4597","InvestigatorFirstName","Fred","Site"
"SITE4597","InvestigatorLastName","Deer","Site"
"SITE4597","site_status","Active","Site"
"SITE4597","site_active_dt","2012-03-01","Site"
"SITE4597","City","Tokyo","Site"
"SITE4597","State","Kanto","Site"
"SITE4597","Country","Japan","Site"
"SITE4703","studyid","AA-AA-000-0000","Site"
"SITE4703","invid","SITE4703","Site"
"SITE4703","InvestigatorFirstName","John","Site"
"SITE4703","InvestigatorLastName","Smith","Site"
"SITE4703","site_status","Active","Site"
"SITE4703","site_active_dt","2012-03-01","Site"
"SITE4703","City","Kumamoto","Site"
"SITE4703","State","Kumamoto Prefecture","Site"
"SITE4703","Country","Japan","Site"
"SITE6184","studyid","AA-AA-000-0000","Site"
"SITE6184","invid","SITE6184","Site"
"SITE6184","InvestigatorFirstName","Joanne","Site"
"SITE6184","InvestigatorLastName","Deer","Site"
"SITE6184","site_status","Active","Site"
"SITE6184","site_active_dt","2012-03-01","Site"
"SITE6184","City","Milton Keynes","Site"
"SITE6184","State","Buckinghamshire","Site"
"SITE6184","Country","UK","Site"
"SITE1935","studyid","AA-AA-000-0000","Site"
"SITE1935","invid","SITE1935","Site"
"SITE1935","InvestigatorFirstName","Joanne","Site"
"SITE1935","InvestigatorLastName","Doe","Site"
"SITE1935","site_status","Active","Site"
"SITE1935","site_active_dt","2012-03-01","Site"
"SITE1935","City","Tokyo","Site"
"SITE1935","State","Kanto","Site"
"SITE1935","Country","Japan","Site"
"SITE6155","studyid","AA-AA-000-0000","Site"
"SITE6155","invid","SITE6155","Site"
"SITE6155","InvestigatorFirstName","Fred","Site"
"SITE6155","InvestigatorLastName","Doe","Site"
"SITE6155","site_status","Active","Site"
"SITE6155","site_active_dt","2012-03-01","Site"
"SITE6155","City","Milton Keynes","Site"
"SITE6155","State","Buckinghamshire","Site"
"SITE6155","Country","UK","Site"
"SITE9766","studyid","AA-AA-000-0000","Site"
"SITE9766","invid","SITE9766","Site"
"SITE9766","InvestigatorFirstName","Fred","Site"
"SITE9766","InvestigatorLastName","Smith","Site"
"SITE9766","site_status","Active","Site"
"SITE9766","site_active_dt","2012-03-01","Site"
"SITE9766","City","Tokyo","Site"
"SITE9766","State","Kanto","Site"
"SITE9766","Country","Japan","Site"
"SITE7860","studyid","AA-AA-000-0000","Site"
"SITE7860","invid","SITE7860","Site"
"SITE7860","InvestigatorFirstName","John","Site"
"SITE7860","InvestigatorLastName","Smith","Site"
"SITE7860","site_status","Active","Site"
"SITE7860","site_active_dt","2012-03-01","Site"
"SITE7860","City","Newtown Square","Site"
"SITE7860","State","PA","Site"
"SITE7860","Country","US","Site"
"SITE9418","studyid","AA-AA-000-0000","Site"
"SITE9418","invid","SITE9418","Site"
"SITE9418","InvestigatorFirstName","John","Site"
"SITE9418","InvestigatorLastName","Deer","Site"
"SITE9418","site_status","Active","Site"
"SITE9418","site_active_dt","2012-03-01","Site"
"SITE9418","City","Milton Keynes","Site"
"SITE9418","State","Buckinghamshire","Site"
"SITE9418","Country","UK","Site"
"SITE2657","studyid","AA-AA-000-0000","Site"
"SITE2657","invid","SITE2657","Site"
"SITE2657","InvestigatorFirstName","John","Site"
"SITE2657","InvestigatorLastName","Deer","Site"
"SITE2657","site_status","Active","Site"
"SITE2657","site_active_dt","2012-03-01","Site"
"SITE2657","City","London","Site"
"SITE2657","State","Greater London","Site"
"SITE2657","Country","UK","Site"
"SITE3353","studyid","AA-AA-000-0000","Site"
"SITE3353","invid","SITE3353","Site"
"SITE3353","InvestigatorFirstName","Fred","Site"
"SITE3353","InvestigatorLastName","Smith","Site"
"SITE3353","site_status","Active","Site"
"SITE3353","site_active_dt","2012-03-01","Site"
"SITE3353","City","Foster City","Site"
"SITE3353","State","CA","Site"
"SITE3353","Country","US","Site"
"SITE2062","studyid","AA-AA-000-0000","Site"
"SITE2062","invid","SITE2062","Site"
"SITE2062","InvestigatorFirstName","John","Site"
"SITE2062","InvestigatorLastName","Deer","Site"
"SITE2062","site_status","Active","Site"
"SITE2062","site_active_dt","2012-03-01","Site"
"SITE2062","City","Kumamoto","Site"
"SITE2062","State","Kumamoto Prefecture","Site"
"SITE2062","Country","Japan","Site"
"SITE4028","studyid","AA-AA-000-0000","Site"
"SITE4028","invid","SITE4028","Site"
"SITE4028","InvestigatorFirstName","Fred","Site"
"SITE4028","InvestigatorLastName","Smith","Site"
"SITE4028","site_status","Active","Site"
"SITE4028","site_active_dt","2012-03-01","Site"
"SITE4028","City","Kumamoto","Site"
"SITE4028","State","Kumamoto Prefecture","Site"
"SITE4028","Country","Japan","Site"
"SITE1934","studyid","AA-AA-000-0000","Site"
"SITE1934","invid","SITE1934","Site"
"SITE1934","InvestigatorFirstName","John","Site"
"SITE1934","InvestigatorLastName","Smith","Site"
"SITE1934","site_status","Active","Site"
"SITE1934","site_active_dt","2012-03-01","Site"
"SITE1934","City","Tokyo","Site"
"SITE1934","State","Kanto","Site"
"SITE1934","Country","Japan","Site"
"SITE9516","studyid","AA-AA-000-0000","Site"
"SITE9516","invid","SITE9516","Site"
"SITE9516","InvestigatorFirstName","Fred","Site"
"SITE9516","InvestigatorLastName","Doe","Site"
"SITE9516","site_status","Active","Site"
"SITE9516","site_active_dt","2012-03-01","Site"
"SITE9516","City","London","Site"
"SITE9516","State","Greater London","Site"
"SITE9516","Country","UK","Site"
"SITE6123","studyid","AA-AA-000-0000","Site"
"SITE6123","invid","SITE6123","Site"
"SITE6123","InvestigatorFirstName","Fred","Site"
"SITE6123","InvestigatorLastName","Deer","Site"
"SITE6123","site_status","Active","Site"
"SITE6123","site_active_dt","2012-03-01","Site"
"SITE6123","City","Newtown Square","Site"
"SITE6123","State","PA","Site"
"SITE6123","Country","US","Site"
"SITE4424","studyid","AA-AA-000-0000","Site"
"SITE4424","invid","SITE4424","Site"
"SITE4424","InvestigatorFirstName","Fred","Site"
"SITE4424","InvestigatorLastName","Smith","Site"
"SITE4424","site_status","Active","Site"
"SITE4424","site_active_dt","2012-03-01","Site"
"SITE4424","City","London","Site"
"SITE4424","State","Greater London","Site"
"SITE4424","Country","UK","Site"
"SITE4875","studyid","AA-AA-000-0000","Site"
"SITE4875","invid","SITE4875","Site"
"SITE4875","InvestigatorFirstName","Fred","Site"
"SITE4875","InvestigatorLastName","Doe","Site"
"SITE4875","site_status","Active","Site"
"SITE4875","site_active_dt","2012-03-01","Site"
"SITE4875","City","Newtown Square","Site"
"SITE4875","State","PA","Site"
"SITE4875","Country","US","Site"
"SITE5217","studyid","AA-AA-000-0000","Site"
"SITE5217","invid","SITE5217","Site"
"SITE5217","InvestigatorFirstName","Joanne","Site"
"SITE5217","InvestigatorLastName","Smith","Site"
"SITE5217","site_status","Active","Site"
"SITE5217","site_active_dt","2012-03-01","Site"
"SITE5217","City","Kumamoto","Site"
"SITE5217","State","Kumamoto Prefecture","Site"
"SITE5217","Country","Japan","Site"
"SITE3759","studyid","AA-AA-000-0000","Site"
"SITE3759","invid","SITE3759","Site"
"SITE3759","InvestigatorFirstName","John","Site"
"SITE3759","InvestigatorLastName","Doe","Site"
"SITE3759","site_status","Active","Site"
"SITE3759","site_active_dt","2012-03-01","Site"
"SITE3759","City","Milton Keynes","Site"
"SITE3759","State","Buckinghamshire","Site"
"SITE3759","Country","UK","Site"
"SITE4671","studyid","AA-AA-000-0000","Site"
"SITE4671","invid","SITE4671","Site"
"SITE4671","InvestigatorFirstName","John","Site"
"SITE4671","InvestigatorLastName","Smith","Site"
"SITE4671","site_status","Active","Site"
"SITE4671","site_active_dt","2012-03-01","Site"
"SITE4671","City","Milton Keynes","Site"
"SITE4671","State","Buckinghamshire","Site"
"SITE4671","Country","UK","Site"
"SITE7543","studyid","AA-AA-000-0000","Site"
"SITE7543","invid","SITE7543","Site"
"SITE7543","InvestigatorFirstName","John","Site"
"SITE7543","InvestigatorLastName","Smith","Site"
"SITE7543","site_status","Active","Site"
"SITE7543","site_active_dt","2012-03-01","Site"
"SITE7543","City","Kumamoto","Site"
"SITE7543","State","Kumamoto Prefecture","Site"
"SITE7543","Country","Japan","Site"
"SITE8616","studyid","AA-AA-000-0000","Site"
"SITE8616","invid","SITE8616","Site"
"SITE8616","InvestigatorFirstName","Joanne","Site"
"SITE8616","InvestigatorLastName","Smith","Site"
"SITE8616","site_status","Active","Site"
"SITE8616","site_active_dt","2012-03-01","Site"
"SITE8616","City","Newtown Square","Site"
"SITE8616","State","PA","Site"
"SITE8616","Country","US","Site"
"SITE8768","studyid","AA-AA-000-0000","Site"
"SITE8768","invid","SITE8768","Site"
"SITE8768","InvestigatorFirstName","Fred","Site"
"SITE8768","InvestigatorLastName","Deer","Site"
"SITE8768","site_status","Active","Site"
