"StudyID","GroupLevel","GroupID","MetricID","SnapshotDate","SnapshotDate_Previous","Numerator","Denominator","Metric","Score","Flag","Numerator_Previous","Denominator_Previous","Metric_Previous","Score_Previous","Flag_Previous","Numerator_Change","Denominator_Change","Metric_Change","Score_Change","Flag_Change","Numerator_PercentChange","Denominator_PercentChange","Metric_PercentChange","Score_PercentChange","Flag_PercentChange"
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0004",2012-05-24,2012-03-29,1,30,0.0333333333333333,-0.013717579628924,0,1,30,0.0333333333333333,-0.252671077192457,0,0,0,3.46944695195361e-17,0.238953497563533,0,0,0,1.04083408558609e-13,-94.5709735434122,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0005",2012-05-24,2012-03-29,0,96,0,NA,NA,0,96,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0006",2012-05-24,2012-03-29,0,3,0,NA,NA,0,3,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0007",2012-05-24,2012-03-29,0,3,0,NA,NA,0,3,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0008",2012-05-24,2012-03-29,94,1000,0.094,-0.70846891982663,0,94,1000,0.094,-0.70846891982663,0,0,0,0,-2.22044604925031e-16,0,0,0,0,3.13414743697392e-14,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0009",2012-05-24,2012-03-29,90,94,0.957446808510638,1.4299712666713,0,90,94,0.957446808510638,1.4299712666713,0,0,0,3.33066907387547e-16,5.10702591327572e-15,0,0,0,3.47869881049216e-14,3.57141855385941e-13,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0010",2012-05-24,2012-03-29,21,376,0.0558510638297872,NA,NA,21,376,0.0558510638297872,NA,NA,0,0,3.46944695195361e-17,NA,NA,0,0,6.21196216159314e-14,NA,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0011",2012-05-24,2012-03-29,258,1000,0.258,-0.214934456196722,0,258,1000,0.258,-0.214934456196722,0,0,0,0,3.05311331771918e-16,0,0,0,0,-1.42048574795508e-13,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_kri0012",2012-05-24,2012-03-29,1,4,0.25,0.0508913590574913,0,1,4,0.25,0.0454534139782836,0,0,0,0,0.00543794507920767,0,0,0,0,11.9637769823094,NA
"AA-AA-000-0000","Site","SITE2923","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0001",2012-05-24,2012-03-29,9,166,0.0542168674698795,-0.566916386141714,0,9,110,0.0818181818181818,-0.326088165563583,0,0,56,-0.0276013143483023,-0.240828220578131,0,0,50.9090909090909,-33.7349397590361,73.853713814454,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0002",2012-05-24,2012-03-29,0,166,0,-1.38260230045543,-1,0,110,0,-1.38375940739982,-1,0,56,0,0.0011571069443943,0,NA,50.9090909090909,NA,-0.0836205295665226,0
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0003",2012-05-24,2012-03-29,3,166,0.0180722891566265,-0.756392369055428,0,3,110,0.0272727272727273,-0.654192350316698,0,0,56,-0.00920043811610079,-0.10220001873873,0,0,50.9090909090909,-33.7349397590362,15.6223194430896,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0004",2012-05-24,2012-03-29,2,166,0.0120481927710843,-1.1388107795446,0,2,110,0.0181818181818182,-1.13854762211044,0,0,56,-0.00613362541073386,-0.000263157434158279,0,0,50.9090909090909,-33.7349397590362,0.0231134323279762,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0005",2012-05-24,2012-03-29,5,272,0.0183823529411765,0.192239388190686,0,2,240,0.00833333333333333,-0.13017508574787,0,3,32,0.0100490196078431,0.322414473938556,0,150,13.3333333333333,120.588235294118,-247.677558333263,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0006",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0007",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0008",2012-05-24,2012-03-29,376,3000,0.125333333333333,-0.942666184793402,0,376,3000,0.125333333333333,-0.942666184793402,0,0,0,3.33066907387547e-16,-3.33066907387547e-16,0,0,0,2.65744872915597e-13,3.53324339793246e-14,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0009",2012-05-24,2012-03-29,353,376,0.938829787234043,1.55451973491293,0,353,376,0.938829787234043,1.55451973491293,0,0,0,-4.44089209850063e-16,2.22044604925031e-16,0,0,0,-4.73024200860123e-14,1.42838073996834e-14,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0010",2012-05-24,2012-03-29,74,1504,0.0492021276595745,-0.20195957390859,0,74,1504,0.0492021276595745,-0.20195957390859,0,0,0,-2.77555756156289e-17,-3.33066907387547e-16,0,0,0,-5.6411332062035e-14,1.64917612441735e-13,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0011",2012-05-24,2012-03-29,827,3000,0.275666666666667,1.93689178313011,0,827,3000,0.275666666666667,1.93689178313011,0,0,0,-3.33066907387547e-16,-1.33226762955019e-15,0,0,0,-1.2082233641628e-13,-6.87837927319398e-14,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_kri0012",2012-05-24,2012-03-29,1,5,0.2,-0.197247333087827,0,1,5,0.2,-0.203273846929762,0,0,0,0,0.00602651384193531,0,0,0,0,-2.96472661533172,NA
"AA-AA-000-0000","Site","SITE2980","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0001",2012-05-24,2012-03-29,16,367,0.0435967302452316,-1.27054177212437,-1,16,255,0.0627450980392157,-1.10356783163884,-1,0,112,-0.0191483677939841,-0.166973940485534,0,0,43.921568627451,-30.5177111716621,15.1303740194721,0
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0002",2012-05-24,2012-03-29,8,367,0.0217983651226158,0.988113501645665,0,8,255,0.0313725490196078,1.35757376136161,0,0,112,-0.009574183896992,-0.369460259715945,0,0,43.921568627451,-30.517711171662,-27.2147466481222,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0003",2012-05-24,2012-03-29,9,367,0.0245231607629428,-0.650476833611635,0,9,255,0.0352941176470588,-0.511653007806708,0,0,112,-0.010770956884116,-0.138823825804927,0,0,43.921568627451,-30.5177111716621,27.1324166352545,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0004",2012-05-24,2012-03-29,5,367,0.0136239782016349,-1.57148118549816,0,5,255,0.0196078431372549,-1.63968341597064,0,0,112,-0.00598386493562002,0.0682022304724841,0,0,43.921568627451,-30.5177111716621,-4.15947553095855,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0005",2012-05-24,2012-03-29,0,608,0,-0.94876057684422,0,0,544,0,-0.831625577445287,0,0,64,0,-0.117134999398933,0,NA,11.7647058823529,NA,14.0850645501749,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0006",2012-05-24,2012-03-29,0,7,0,NA,NA,0,7,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0007",2012-05-24,2012-03-29,1,7,0.142857142857143,NA,NA,0,7,0,NA,NA,1,0,0.142857142857143,NA,NA,Inf,0,Inf,NA,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0008",2012-05-24,2012-03-29,1128,5000,0.2256,-0.0419116816626027,0,1128,5000,0.2256,-0.0419116816626027,0,0,0,0,-4.16333634234434e-17,0,0,0,0,9.93359411311628e-14,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0009",2012-05-24,2012-03-29,1039,1128,0.921099290780142,0.539118007724423,0,1039,1128,0.921099290780142,0.539118007724423,0,0,0,-1.11022302462516e-16,1.11022302462516e-16,0,0,0,-1.20532393818785e-14,2.05933211044336e-14,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0010",2012-05-24,2012-03-29,221,4512,0.0489804964539007,-0.422850061857324,0,221,4512,0.0489804964539007,-0.422850061857324,0,0,0,6.93889390390723e-18,2.77555756156289e-16,0,0,0,1.41666467395608e-14,-6.56392847472116e-14,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0011",2012-05-24,2012-03-29,1247,5000,0.2494,-1.93179700835364,0,1247,5000,0.2494,-1.93179700835364,0,0,0,0,2.66453525910038e-15,0,0,0,0,-1.37930395770268e-13,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_kri0012",2012-05-24,2012-03-29,3,10,0.3,0.43988246143784,0,3,10,0.3,0.431208946805733,0,0,0,0,0.00867351463210719,0,0,0,0,2.01144125054872,NA
"AA-AA-000-0000","Site","SITE2986","Analysis_srs0001",2012-05-24,2012-03-29,16,178,8.98876404494382,8.98876404494382,NA,16,178,8.98876404494382,8.98876404494382,NA,0,0,0,0,NA,0,0,0,0,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0001",2012-05-24,2012-03-29,12,102,0.117647058823529,0.90199590227311,0,12,102,0.117647058823529,0.407247100990758,0,0,0,4.16333634234434e-16,0.494748801282352,0,0,0,3.5388358909927e-13,121.486144426496,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0002",2012-05-24,2012-03-29,2,102,0.0196078431372549,0.359665915303383,0,2,102,0.0196078431372549,0.0369439700149996,0,0,0,0,0.322721945288383,0,0,0,0,873.544302784337,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0003",2012-05-24,2012-03-29,6,102,0.0588235294117647,0.98632053904662,0,6,102,0.0588235294117647,0.575048711588587,0,0,0,6.93889390390723e-18,0.411271827458033,0,0,0,1.17961196366423e-14,71.5194763799895,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0004",2012-05-24,2012-03-29,5,102,0.0490196078431373,0.613936656046753,0,5,102,0.0490196078431373,0.186811155710317,0,0,0,-4.85722573273506e-17,0.427125500336436,0,0,0,-9.90874049477951e-14,228.640253689543,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0005",2012-05-24,2012-03-29,0,256,0,-0.615637156354046,0,0,256,0,-0.570490439600754,0,0,0,0,-0.0451467167532916,0,NA,0,NA,7.91366754277015,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0006",2012-05-24,2012-03-29,0,4,0,NA,NA,0,4,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0007",2012-05-24,2012-03-29,0,4,0,NA,NA,0,4,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0008",2012-05-24,2012-03-29,658,4000,0.1645,-0.677946290392352,0,658,4000,0.1645,-0.677946290392352,0,0,0,0,2.22044604925031e-16,0,0,0,0,-3.27525363102918e-14,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0009",2012-05-24,2012-03-29,600,658,0.911854103343465,-0.4458239898143,0,600,658,0.911854103343465,-0.4458239898143,0,0,0,1.11022302462516e-16,-5.55111512312578e-17,0,0,0,1.21754458367226e-14,1.24513602900508e-14,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0010",2012-05-24,2012-03-29,141,2632,0.0535714285714286,0.832686004230988,0,141,2632,0.0535714285714286,0.832686004230988,0,0,0,-3.46944695195361e-17,4.44089209850063e-16,0,0,0,-6.47630097698008e-14,5.33321333123874e-14,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0011",2012-05-24,2012-03-29,1022,4000,0.2555,-0.807189511047613,0,1022,4000,0.2555,-0.807189511047613,0,0,0,0,2.22044604925031e-16,0,0,0,0,-2.75083610336871e-14,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_kri0012",2012-05-24,2012-03-29,2,6,0.333333333333333,0.526333195143287,0,2,6,0.333333333333333,0.519575799466654,0,0,0,3.33066907387547e-16,0.00675739567663292,0,0,0,9.99200722162642e-14,1.30056012685144,NA
"AA-AA-000-0000","Site","SITE3068","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0001",2012-05-24,2012-03-29,6,52,0.115384615384615,0.609741213139777,0,6,52,0.115384615384615,0.258257914233216,0,0,0,3.88578058618805e-16,0.351483298906561,0,0,0,3.36767650802965e-13,136.097784244149,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0002",2012-05-24,2012-03-29,1,52,0.0192307692307692,0.236983607094795,0,1,52,0.0192307692307692,0.00757465597966406,0,0,0,3.12250225675825e-17,0.229408951115131,0,0,0,1.62370117351429e-13,3028.63855112408,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0003",2012-05-24,2012-03-29,4,52,0.0769230769230769,1.20505141323055,0,4,52,0.0769230769230769,0.904156105942311,0,0,0,2.77555756156289e-17,0.300895307288241,0,0,0,3.60822483003176e-14,33.2791323656049,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0004",2012-05-24,2012-03-29,1,52,0.0192307692307692,-0.428393962767629,0,1,52,0.0192307692307692,-0.751645833439783,0,0,0,3.12250225675825e-17,0.323251870672154,0,0,0,1.62370117351429e-13,-43.0058754124725,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0005",2012-05-24,2012-03-29,0,144,0,-0.461727867265534,0,0,144,0,-0.427867829700566,0,0,0,0,-0.0338600375649682,0,NA,0,NA,7.91366754277002,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0006",2012-05-24,2012-03-29,1,3,0.333333333333333,NA,NA,1,3,0.333333333333333,NA,NA,0,0,3.33066907387547e-16,NA,NA,0,0,9.99200722162642e-14,NA,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0007",2012-05-24,2012-03-29,2,3,0.666666666666667,NA,NA,2,3,0.666666666666667,NA,NA,0,0,-3.33066907387547e-16,NA,NA,0,0,-4.9960036108132e-14,NA,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0008",2012-05-24,2012-03-29,188,2000,0.094,-1.00192635493864,0,188,2000,0.094,-1.00192635493864,0,0,0,0,2.66453525910038e-15,0,0,0,0,-2.65941228710723e-13,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0009",2012-05-24,2012-03-29,167,188,0.888297872340426,-1.40627326090014,0,167,188,0.888297872340426,-1.40627326090014,0,0,0,-4.44089209850063e-16,2.22044604925031e-15,0,0,0,-4.99932763184501e-14,-1.57895773957121e-13,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0010",2012-05-24,2012-03-29,38,752,0.050531914893617,0.0361179996005732,0,38,752,0.050531914893617,0.0361179996005732,0,0,0,2.08166817117217e-17,3.46944695195361e-17,0,0,0,4.11951174926703e-14,9.60586685398422e-14,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0011",2012-05-24,2012-03-29,519,2000,0.2595,-0.143879650580851,0,519,2000,0.2595,-0.143879650580851,0,0,0,0,-1.94289029309402e-16,0,0,0,0,1.3503579451649e-13,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_kri0012",2012-05-24,2012-03-29,1,4,0.25,0.0508913590574913,0,1,4,0.25,0.0454534139782836,0,0,0,0,0.00543794507920767,0,0,0,0,11.9637769823094,NA
"AA-AA-000-0000","Site","SITE3077","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0001",2012-05-24,2012-03-29,64,603,0.106135986733002,1.59903935380335,0,63,435,0.144827586206897,1.97095762178834,0,1,168,-0.0386915994738953,-0.371918267984985,0,1.58730158730159,38.6206896551724,-26.7156282081657,-18.8699271802469,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0002",2012-05-24,2012-03-29,10,603,0.0165837479270315,0.333210589496667,0,9,435,0.0206896551724138,0.232323555336789,0,1,168,-0.00410590724538229,0.100887034159878,0,11.1111111111111,38.6206896551724,-19.8452183526811,43.4252282398257,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0003",2012-05-24,2012-03-29,18,603,0.0298507462686567,-0.331801154324069,0,18,435,0.0413793103448276,-0.188316317677157,0,0,168,-0.0115285640761709,-0.143484836646912,0,0,38.6206896551724,-27.860696517413,76.1935229069724,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0004",2012-05-24,2012-03-29,18,603,0.0298507462686567,-0.406562993719683,0,18,435,0.0413793103448276,-0.270747880863859,0,0,168,-0.0115285640761709,-0.135815112855824,0,0,38.6206896551724,-27.860696517413,50.1629458455913,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0005",2012-05-24,2012-03-29,36,1008,0.0357142857142857,1.87081069571699,0,23,912,0.025219298245614,1.41393870743521,0,13,96,0.0104949874686717,0.45687198828178,0,56.5217391304348,10.5263157894737,41.6149068322983,32.3120080014299,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0006",2012-05-24,2012-03-29,4,11,0.363636363636364,1.44001687344706,0,2,11,0.181818181818182,NA,NA,2,0,0.181818181818182,NA,NA,100,0,99.9999999999998,NA,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0007",2012-05-24,2012-03-29,5,11,0.454545454545455,1.27144516910733,0,2,11,0.181818181818182,NA,NA,3,0,0.272727272727273,NA,NA,150,0,150,NA,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0008",2012-05-24,2012-03-29,1974,10000,0.1974,-0.526651362085315,0,1974,10000,0.1974,-0.526651362085315,0,0,0,0,1.11022302462516e-16,0,0,0,0,-2.10807966057307e-14,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0009",2012-05-24,2012-03-29,1796,1974,0.909827760891591,-1.0977516403792,0,1796,1974,0.909827760891591,-1.0977516403792,0,0,0,-3.33066907387547e-16,1.11022302462516e-15,0,0,0,-3.66076879277849e-14,-1.01136084318822e-13,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0010",2012-05-24,2012-03-29,401,7896,0.0507852077001013,0.227470592570035,0,401,7896,0.0507852077001013,0.227470592570035,0,0,0,1.38777878078145e-17,2.4980018054066e-16,0,0,0,2.73264370400257e-14,1.09816472414451e-13,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0011",2012-05-24,2012-03-29,2626,10000,0.2626,0.418054670626469,0,2626,10000,0.2626,0.418054670626469,0,0,0,0,3.33066907387547e-16,0,0,0,0,7.96706581195313e-14,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_kri0012",2012-05-24,2012-03-29,1,12,0.0833333333333333,-1.22425582713619,0,1,12,0.0833333333333333,-1.23339941740963,0,0,0,2.77555756156289e-17,0.0091435902734438,0,0,0,3.33066907387547e-14,-0.74133246249192,NA
"AA-AA-000-0000","Site","SITE3081","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0001",2012-05-24,2012-03-29,15,268,0.0559701492537313,-0.660007053656333,0,15,212,0.0707547169811321,-0.773776418488674,0,0,56,-0.0147845677274008,0.113769364832341,0,0,26.4150943396226,-20.8955223880597,-14.7031315653885,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0002",2012-05-24,2012-03-29,3,268,0.0111940298507463,-0.420999860198902,0,3,212,0.0141509433962264,-0.496185296688374,0,0,56,-0.00295691354548013,0.0751854364894721,0,0,26.4150943396226,-20.8955223880596,-15.1526933569521,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0003",2012-05-24,2012-03-29,11,268,0.041044776119403,0.481968898357775,0,11,212,0.0518867924528302,0.44708921572158,0,0,56,-0.0108420163334272,0.0348796826361952,0,0,26.4150943396226,-20.8955223880597,7.80150390787242,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0004",2012-05-24,2012-03-29,5,268,0.0186567164179104,-1.01046257440056,0,5,212,0.0235849056603774,-1.2564778274493,0,0,56,-0.00492818924246695,0.246015253048735,0,0,26.4150943396226,-20.8955223880598,-19.5797528356036,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0005",2012-05-24,2012-03-29,0,400,0,-0.769546445442557,0,0,368,0,-0.683994008496457,0,0,32,0,-0.0855524369461,0,NA,8.69565217391304,NA,12.5077757821534,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0006",2012-05-24,2012-03-29,1,5,0.2,NA,NA,1,5,0.2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0007",2012-05-24,2012-03-29,2,5,0.4,NA,NA,1,5,0.2,NA,NA,1,0,0.2,NA,NA,100,0,100,NA,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0008",2012-05-24,2012-03-29,1410,4000,0.3525,1.29269784097007,0,1410,4000,0.3525,1.29269784097007,0,0,0,0,8.88178419700125e-16,0,0,0,0,6.87073492003062e-14,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0009",2012-05-24,2012-03-29,1301,1410,0.922695035460993,0.819432860500651,0,1301,1410,0.922695035460993,0.819432860500651,0,0,0,0,2.22044604925031e-16,0,0,0,0,2.7097351793943e-14,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0010",2012-05-24,2012-03-29,269,5640,0.0476950354609929,-0.946433448420241,0,269,5640,0.0476950354609929,-0.946433448420241,0,0,0,6.93889390390723e-18,2.22044604925031e-16,0,0,0,1.45484615680434e-14,-2.34611958501321e-14,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0011",2012-05-24,2012-03-29,1085,4000,0.27125,1.56993026047365,0,1085,4000,0.27125,1.56993026047365,0,0,0,0,6.66133814775094e-16,0,0,0,0,4.2430790178802e-14,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_kri0012",2012-05-24,2012-03-29,1,6,0.166666666666667,-0.401675333135666,0,1,6,0.166666666666667,-0.408238128152371,0,0,0,-3.33066907387547e-16,0.00656279501670454,0,0,0,-1.99840144432528e-13,-1.60758992463708,NA
"AA-AA-000-0000","Site","SITE3090","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0001",2012-05-24,2012-03-29,33,413,0.0799031476997579,0.202898457804278,0,33,301,0.109634551495017,0.422505267521317,0,0,112,-0.0297314037952591,-0.219606809717039,0,0,37.2093023255814,-27.1186440677969,-51.9772951010507,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0002",2012-05-24,2012-03-29,4,413,0.00968523002421308,-0.746124982987968,0,4,301,0.0132890365448505,-0.694641973253354,0,0,112,-0.00360380652063742,-0.0514830097346145,0,0,37.2093023255814,-27.1186440677966,7.41144527928452,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0003",2012-05-24,2012-03-29,9,413,0.0217917675544794,-0.903032396663515,0,9,301,0.0299003322259136,-0.909768654258922,0,0,112,-0.00810856467143418,0.00673625759540741,0,0,37.2093023255814,-27.1186440677966,-0.7404363256387,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0004",2012-05-24,2012-03-29,7,413,0.0169491525423729,-1.39439622905803,0,7,301,0.0232558139534884,-1.52069021189451,0,0,112,-0.00630666141111552,0.126293982836483,0,0,37.2093023255814,-27.1186440677967,-8.30504344991759,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0005",2012-05-24,2012-03-29,14,656,0.0213414634146341,0.505245007934018,0,10,592,0.0168918918918919,0.476564630923036,0,4,64,0.00444957152274225,0.028680377010982,0,40,10.8108108108108,26.3414634146341,6.01815056132729,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0006",2012-05-24,2012-03-29,0,7,0,NA,NA,0,7,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0007",2012-05-24,2012-03-29,1,7,0.142857142857143,NA,NA,1,7,0.142857142857143,NA,NA,0,0,-1.38777878078145e-16,NA,NA,0,0,-9.71445146547011e-14,NA,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0008",2012-05-24,2012-03-29,1222,5000,0.2444,0.178413030196768,0,1222,5000,0.2444,0.178413030196768,0,0,0,0,-4.71844785465692e-16,0,0,0,0,-2.64467670856385e-13,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0009",2012-05-24,2012-03-29,1110,1222,0.908346972176759,-1.05089341082638,0,1110,1222,0.908346972176759,-1.05089341082638,0,0,0,4.44089209850063e-16,-3.99680288865056e-15,0,0,0,4.88898211204303e-14,3.80324288598178e-13,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0010",2012-05-24,2012-03-29,269,4888,0.0550327332242226,1.63604655000671,0,269,4888,0.0550327332242226,1.63604655000671,0,0,0,-1.38777878078145e-17,-4.2188474935756e-15,0,0,0,-2.52173333846086e-14,-2.57868426393998e-13,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0011",2012-05-24,2012-03-29,1299,5000,0.2598,-0.176870831918236,0,1299,5000,0.2598,-0.176870831918236,0,0,0,0,-3.60822483003176e-16,0,0,0,0,2.04003384328501e-13,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_kri0012",2012-05-24,2012-03-29,3,10,0.3,0.43988246143784,0,3,10,0.3,0.431208946805733,0,0,0,0,0.00867351463210719,0,0,0,0,2.01144125054872,NA
"AA-AA-000-0000","Site","SITE3289","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE3319","Analysis_kri0001",2012-05-24,2012-03-29,12,194,0.0618556701030928,-0.389251979959764,0,11,138,0.0797101449275362,-0.414599620859192,0,1,56,-0.0178544748244434,0.0253476408994276,0,9.09090909090909,40.5797101449275,-22.3992502343017,-6.11376364669573,NA
"AA-AA-000-0000","Site","SITE3319","Analysis_kri0002",2012-05-24,2012-03-29,1,194,0.00515463917525773,-0.97134091686391,0,1,138,0.0072463768115942,-0.961230250895952,0,0,56,-0.00209173763633647,-0.0101106659679578,0,0,40.5797101449275,-28.8659793814433,1.05184641853851,NA
"AA-AA-000-0000","Site","SITE3319","Analysis_kri0003",2012-05-24,2012-03-29,7,194,0.0360824742268041,0.144854533471726,0,7,138,0.0507246376811594,0.309088815839183,0,0,56,-0.0146421634543553,-0.164234282367457,0,0,40.5797101449275,-28.8659793814433,-53.134980611174,NA
"AA-AA-000-0000","Site","SITE3319","Analysis_kri0004",2012-05-24,2012-03-29,2,194,0.0103092783505155,-1.32884183195157,0,2,138,0.0144927536231884,-1.45379673600226,0,0,56,-0.00418347527267294,0.124954904050687,0,0,40.5797101449275,-28.8659793814433,-8.5950739161993,NA
